IP,Duration,FirstClick,LastClick,PageSubmit,ClickCount,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_20,Q1_21,Q1_22,Q1_23,Q1_24,Q1_25,Q1_26,Q1_27,Q1_28,Q1_29,Q1_30,Q1_31,Q1_32,Q1_33,Q1_34,Q1_35,Q1_36,Q1_37,Q1_38,Q1_39,Q1_40,Q1_41,Q1_42,Q1_43,Q1_44,Q1_45,Q1_46,Q1_47,Q1_48,Q1_49,Q1_50,Q1_51,Q1_52,Q1_53,Q1_54,Q1_55,Q1_56,Q1_57,Q1_58,Q1_59,Q1_60,Q1_61,Q1_62,Q1_63,Q1_64,Q1_65,Q1_66,Q1_67,Q1_68,Q1_69,Q1_70,Q1_71,Q1_72,Q1_73,Q1_74,Q1_75,Q1_76,Q1_77,Q1_78,Q1_79,Q1_80,Q1_81,Q1_82,Q1_83,Q1_84,Q1_85,Q1_86,Q1_87,Q1_88,Q1_89,Q1_90,Q1_91,Q1_92,Q1_93,Q1_94,Q1_95,Q1_96,Q1_97,Q1_98,Q1_99,Q1_100
1,10,0,0,3.324,0,2,5,5,7,7,1,1,4,7,5,2,5,2,2,5,5,1,6,7,6,1,7,6,4,3,5,2,3,6,3,7,3,6,3,1,2,1,5,1,5,5,4,2,6,7,2,4,1,1,6,2,1,5,6,5,4,3,1,3,7,1,5,6,2,7,6,4,7,5,5,6,5,2,6,5,3,5,5,7,7,5,7,4,7,4,7,1,1,1,7,4,7,2,3,6,6,7,3,3,4
1,10,0,0,3.321,0,4,2,5,6,7,3,6,2,2,4,1,5,4,5,6,2,4,6,7,1,4,5,3,4,3,1,7,3,6,7,2,1,6,7,6,5,6,6,7,4,2,7,4,7,3,3,6,4,1,1,4,5,2,1,1,2,3,1,5,6,1,7,6,1,4,5,3,3,3,3,7,5,1,2,4,2,6,3,5,2,1,5,5,1,1,2,3,5,5,1,4,7,4,4,1,5,1,2,4,6
1,9,0,0,3.309,0,6,2,7,1,1,3,6,2,7,3,6,6,3,4,1,7,7,4,7,4,5,1,2,7,2,6,2,5,2,2,3,7,4,2,6,5,5,3,5,2,6,2,3,1,1,3,3,1,4,7,1,2,1,1,6,5,2,3,5,5,5,1,2,4,7,4,3,5,5,6,2,1,4,4,7,4,6,2,4,6,6,4,1,2,2,3,5,3,2,7,5,6,4,5,4,2,2,4,7,7
1,10,0,0,3.296,0,3,1,1,4,6,6,6,5,5,6,6,2,4,6,4,5,7,2,2,5,5,2,4,7,2,3,3,2,5,5,3,1,5,6,7,2,1,6,1,3,3,4,4,1,6,4,4,5,1,1,5,1,5,5,4,3,7,1,5,3,3,6,6,2,5,6,4,4,5,3,2,5,6,2,7,4,6,2,1,3,7,6,3,5,5,5,2,3,4,2,2,6,1,7,6,2,4,6,7,5
1,9,0,0,3.356,0,2,7,7,4,3,1,5,1,2,1,7,4,5,1,6,2,4,4,7,5,4,4,4,3,7,3,4,1,6,6,2,4,3,5,2,3,5,6,3,6,7,5,1,4,6,1,4,6,3,4,6,5,2,3,2,2,3,2,3,2,4,7,7,7,6,1,1,3,2,1,5,3,1,4,3,6,1,2,5,4,5,7,5,2,1,4,5,5,6,5,5,4,7,5,3,4,5,1,4,5
1,9,0,0,3.263,0,7,2,6,3,6,4,2,2,4,2,2,7,6,2,3,1,7,5,4,7,3,3,1,5,7,6,3,6,1,4,1,7,6,3,1,3,4,2,4,5,6,7,4,7,1,6,5,3,5,6,6,1,5,3,2,2,5,2,3,1,7,6,3,2,1,3,1,4,4,2,2,3,2,5,4,7,6,4,6,2,6,5,3,5,2,7,3,3,1,3,4,2,2,3,5,6,7,2,6,5
1,9,0,0,3.328,0,4,1,3,1,1,3,7,7,1,1,5,6,2,3,2,5,3,4,5,7,5,2,6,4,6,4,1,2,6,7,1,6,6,5,4,4,1,6,2,1,1,1,5,7,2,5,3,4,2,1,4,6,7,1,7,5,5,3,6,5,7,6,3,1,1,7,1,3,7,3,3,6,1,5,3,7,6,7,6,4,1,6,2,4,4,5,5,5,2,4,5,1,1,1,3,3,4,5,1,3
1,9,0,0,3.363,0,4,1,1,1,7,1,3,2,1,3,7,4,4,2,7,1,5,5,5,4,4,6,3,1,6,2,5,6,1,3,6,7,2,3,2,1,7,5,6,4,7,3,4,3,2,7,3,1,4,7,3,2,5,1,7,1,1,2,4,3,2,3,2,3,6,2,7,6,1,5,3,4,7,2,7,3,5,7,7,4,6,7,4,2,5,3,3,4,6,6,5,5,7,7,5,4,5,5,5,1
1,8,0,0,3.271,0,1,7,2,1,2,1,5,5,2,5,7,2,3,4,5,6,3,5,2,2,4,6,2,2,6,7,4,7,6,7,6,1,4,6,1,5,5,3,1,1,4,7,2,4,5,5,2,4,6,4,3,7,3,1,2,3,5,1,4,6,2,5,5,7,5,1,5,1,7,5,1,7,3,1,3,5,6,2,2,1,1,5,6,6,5,7,1,3,3,6,6,1,7,1,3,7,7,5,2,2
1,8,0,0,3.29,0,5,5,1,3,1,6,2,6,6,7,6,7,3,1,3,5,2,2,1,2,4,5,4,4,2,6,1,3,4,1,7,1,6,7,3,2,7,6,3,6,6,4,6,4,6,1,7,6,6,6,2,5,1,4,7,4,2,5,3,1,6,7,4,6,5,1,1,6,6,3,2,2,1,3,3,6,2,2,1,5,2,1,6,2,7,5,5,6,1,1,7,3,6,7,5,2,4,1,7,7
1,8,0,0,3.36,0,7,5,1,3,2,3,2,1,1,5,4,3,5,1,5,5,3,1,4,7,6,1,3,2,5,1,4,1,2,5,6,1,2,3,4,5,2,2,4,7,4,1,3,3,1,3,3,6,3,2,3,1,7,5,3,1,7,1,5,2,5,6,5,3,5,4,3,5,4,4,4,7,6,3,3,6,3,5,3,4,5,6,4,5,6,5,2,4,4,5,6,4,2,5,4,6,5,6,6,3
1,10,0,0,3.847,0,3,1,6,2,1,2,6,5,4,5,7,4,6,5,2,3,5,4,3,1,2,3,5,2,4,2,2,5,2,6,4,5,4,7,1,7,4,1,3,1,6,2,3,5,7,3,5,7,4,4,2,4,2,1,6,3,7,5,1,3,3,4,4,7,5,2,5,4,5,6,4,7,7,5,3,1,3,7,2,4,1,7,7,5,6,7,3,5,1,2,2,3,2,4,5,4,5,2,2,1
1,10,0,0,3.793,0,6,3,7,4,7,3,1,6,1,1,2,2,5,1,6,6,6,1,4,5,6,2,3,1,2,2,3,7,2,7,6,1,7,4,1,3,4,6,5,1,5,4,1,4,7,3,2,7,7,6,1,7,6,3,3,7,5,1,4,1,2,6,5,1,7,4,4,4,3,5,3,5,1,4,6,6,7,6,6,4,6,7,3,4,3,7,7,1,1,3,6,5,2,6,6,4,7,5,7,4
1,9,0,0,3.301,0,2,1,4,3,7,1,5,6,4,2,3,5,2,3,4,1,5,1,5,5,1,7,7,4,2,3,6,4,6,7,2,7,1,7,3,5,2,5,5,3,1,3,5,1,4,2,3,4,2,6,5,7,4,3,3,7,2,1,6,5,3,7,1,3,3,4,6,6,5,3,2,5,7,7,3,1,5,6,3,4,5,2,6,1,4,1,1,2,1,4,1,7,5,2,2,5,4,1,7,3
1,11,0,0,3.85,0,5,6,2,7,5,2,4,5,7,7,2,1,4,3,4,2,5,7,5,1,2,4,1,6,3,1,5,1,6,7,7,7,4,6,6,7,2,6,5,4,6,6,6,3,6,2,2,6,3,7,1,3,2,6,1,3,1,2,2,7,2,1,3,5,7,7,3,1,2,7,6,5,5,3,5,4,5,6,7,1,3,1,6,3,6,5,3,3,1,3,6,4,3,2,4,4,2,2,2,1
2,5,0,0,3.715,0,4,6,7,5,2,6,3,7,5,2,6,7,3,7,5,7,4,3,7,7,5,4,5,1,3,1,5,4,5,5,7,2,1,1,3,4,3,5,2,7,3,7,7,1,7,6,2,6,7,5,4,2,5,7,6,3,2,6,1,5,2,3,2,3,1,4,5,6,1,7,1,7,2,7,6,2,4,2,1,2,4,5,1,4,4,2,5,6,5,2,4,3,6,1,1,4,1,2,4,2
2,6,0,0,3.74,0,2,4,3,1,1,6,1,1,1,4,2,7,6,5,4,6,5,1,5,1,2,5,7,6,6,2,1,7,2,2,6,4,5,6,3,2,7,4,7,1,2,6,7,6,3,3,2,7,6,6,5,3,4,4,5,2,6,7,5,2,3,4,4,3,3,3,4,5,1,1,6,7,4,6,6,6,5,4,4,4,6,1,6,6,6,2,2,3,2,1,3,7,2,5,5,7,4,6,1,5
2,5,0,0,3.568,0,1,5,6,6,1,3,7,6,7,5,1,6,7,6,2,4,5,7,1,1,7,1,5,4,1,5,7,5,7,2,7,1,6,4,5,7,3,5,6,6,4,3,7,3,3,2,1,2,1,5,2,2,3,5,3,3,2,2,3,4,3,6,4,3,2,3,7,6,4,2,1,7,3,1,3,5,5,2,3,6,7,5,5,3,7,6,4,7,1,6,3,7,2,1,6,4,2,3,6,1
2,7,0,0,3.484,0,5,7,7,7,4,3,7,2,4,4,4,5,1,7,3,2,4,5,1,5,5,5,1,6,2,3,7,7,6,4,6,7,7,6,4,2,1,4,1,3,7,7,3,2,1,7,7,7,4,5,2,5,5,1,6,6,2,7,4,4,4,6,7,2,3,2,1,4,3,7,5,1,1,2,1,1,4,3,6,1,2,7,7,1,4,3,3,4,2,2,1,6,5,7,7,2,2,6,5,4
2,5,0,0,3.402,0,2,4,6,6,7,3,7,5,2,7,2,4,3,5,6,3,2,6,2,6,4,2,3,2,7,3,1,4,4,4,3,5,6,2,1,3,4,3,6,3,3,2,5,4,7,6,4,5,6,6,7,1,6,6,1,2,4,6,1,2,4,2,3,4,4,4,1,5,5,1,2,7,7,4,3,1,6,1,1,1,3,1,2,7,6,5,6,6,4,3,5,3,1,7,1,1,1,3,5,2
2,6,0,0,3.615,0,1,5,7,5,6,3,5,7,7,3,3,5,4,1,3,2,2,3,6,7,6,2,2,4,6,4,6,3,5,6,6,4,3,3,5,6,1,2,5,7,5,7,7,4,3,1,1,1,2,2,6,2,1,1,7,3,6,4,2,1,5,4,3,2,6,4,4,2,2,5,1,2,7,5,4,7,2,1,2,5,5,7,6,7,5,1,7,4,5,6,5,3,7,5,4,6,2,4,1,3
2,5,0,0,3.596,0,6,2,1,4,7,1,6,2,5,3,3,1,6,3,3,5,5,7,7,7,6,2,4,4,7,3,3,7,4,2,4,5,2,7,4,4,7,2,5,4,2,5,6,7,6,5,1,4,6,1,4,6,1,5,3,3,2,7,2,4,1,6,6,1,4,2,2,6,4,1,7,2,3,1,4,6,6,6,2,2,7,5,7,4,3,1,3,1,3,1,4,7,2,1,2,5,6,6,3,5
2,7,0,0,3.952,0,4,5,6,4,1,2,3,5,6,7,7,5,7,6,5,3,7,6,2,4,1,3,7,1,5,4,5,6,7,3,2,4,7,5,6,3,1,1,6,5,3,2,3,2,7,6,3,4,5,2,7,2,1,3,1,6,7,7,2,5,3,4,6,5,5,1,6,4,3,4,1,3,1,5,3,6,6,4,3,3,1,4,3,4,2,4,3,5,3,5,3,3,7,3,7,3,5,7,7,5
2,6,0,0,3.328,0,6,4,6,7,1,4,2,7,4,6,2,2,5,7,5,3,2,1,3,7,7,5,3,6,7,2,4,5,6,7,4,4,1,7,7,3,7,5,2,6,5,4,4,3,1,2,1,6,2,6,4,3,6,3,3,5,4,4,2,2,3,7,6,6,1,5,6,2,2,4,6,6,4,5,2,5,5,3,1,7,6,2,4,2,1,7,1,3,1,3,2,4,4,7,4,2,1,4,5,2
2,5,0,0,3.656,0,6,7,3,5,4,1,6,6,4,3,6,4,7,4,5,2,6,1,2,1,4,7,5,4,6,6,1,1,1,3,5,3,4,1,6,1,5,2,1,6,2,7,4,1,6,4,1,4,6,4,6,7,2,7,7,3,1,3,7,1,6,7,6,1,5,4,7,5,3,3,6,6,1,7,7,5,7,3,5,6,7,6,2,2,5,2,6,7,7,6,7,4,6,1,6,1,5,4,4,5
2,5,0,0,3.5,0,5,1,1,5,4,5,3,3,5,6,7,5,7,5,7,2,2,1,7,5,7,3,5,5,5,1,6,5,3,6,1,7,7,4,6,5,1,2,2,2,7,5,7,6,6,2,6,2,7,5,5,5,1,2,1,2,2,1,7,5,3,5,5,1,6,7,7,6,7,4,1,7,6,7,5,5,3,6,3,5,7,2,3,1,5,3,3,2,2,5,3,7,3,3,3,4,3,3,6,2
2,5,0,0,3.344,0,3,4,2,6,5,5,6,7,4,6,1,5,2,7,3,4,6,1,6,1,6,3,4,4,1,6,7,6,6,3,5,4,5,6,4,5,3,1,4,2,1,1,4,6,1,6,3,2,3,7,3,7,1,3,6,7,1,5,3,2,5,1,2,6,1,5,6,5,1,5,5,1,6,1,6,7,3,6,2,7,4,3,7,4,4,2,7,4,5,3,1,1,2,6,3,3,2,3,4,6
2,4,0,0,3.369,0,3,2,3,4,5,3,1,6,5,1,6,3,5,6,2,5,2,4,3,3,7,6,6,7,6,3,7,5,4,7,1,7,4,4,2,1,2,3,5,3,4,1,5,6,3,6,4,5,5,5,6,5,2,4,1,7,2,4,2,6,4,4,6,4,5,3,6,2,6,5,7,1,3,1,6,6,6,5,7,5,2,2,2,4,5,4,4,3,2,7,1,4,1,7,7,2,7,4,1,2
2,5,0,0,3.885,0,6,7,2,2,2,6,3,3,3,1,5,1,6,1,1,7,2,5,7,3,2,1,1,5,3,5,1,2,6,1,4,4,6,6,7,4,1,1,1,7,1,5,6,7,3,3,3,1,4,4,1,2,6,1,3,7,3,1,7,6,5,1,6,6,1,7,1,7,1,3,3,4,6,3,7,3,1,1,3,3,2,3,6,2,2,1,4,5,6,3,2,4,1,5,3,6,5,5,1,6
2,5,0,0,3.468,0,2,6,6,1,5,5,3,2,6,3,1,5,2,2,2,5,3,2,5,1,4,5,2,6,4,4,3,1,4,5,6,5,6,2,6,2,5,6,3,7,4,1,2,4,2,4,3,1,7,1,5,6,3,4,5,7,2,6,6,4,4,6,3,7,5,3,3,5,6,3,6,1,4,4,4,1,2,5,4,3,7,5,1,7,2,4,6,7,6,2,6,4,2,7,2,4,5,6,4,4
2,7,0,0,3.788,0,6,4,2,3,2,4,1,1,3,3,2,5,7,3,4,6,5,1,2,6,3,4,5,4,6,3,7,2,4,4,4,3,3,4,4,7,6,3,3,1,6,6,6,5,6,2,5,5,4,5,1,3,1,3,5,3,5,4,4,1,2,7,2,4,5,1,7,1,6,1,7,3,7,5,3,1,4,1,4,3,6,4,7,6,1,3,6,4,6,5,5,4,2,4,5,1,7,2,4,4
2,4,0,0,3.405,0,4,5,4,6,1,3,4,7,1,6,4,7,1,2,3,1,3,4,4,4,5,3,2,2,6,4,5,4,7,7,4,1,3,4,7,6,4,5,3,4,3,5,6,4,7,4,1,4,6,2,3,7,1,6,4,3,7,1,7,7,4,3,6,5,7,3,4,6,4,1,2,1,5,2,2,6,6,6,7,7,6,7,7,4,2,1,4,2,6,4,1,1,7,7,5,4,5,4,1,4
2,4,0,0,3.4,0,7,7,2,2,1,6,2,1,5,3,3,5,6,7,4,7,7,4,3,5,4,3,4,7,4,2,2,4,4,5,1,3,5,6,1,6,6,2,2,4,1,5,4,1,5,3,2,3,6,7,2,1,3,1,5,5,5,3,6,5,2,4,7,6,1,5,5,7,6,6,5,3,3,5,5,6,3,1,2,4,2,5,6,2,3,3,1,6,6,6,4,7,7,7,4,2,4,4,1,2
2,4,0,0,3.432,0,1,1,7,1,7,1,7,1,6,1,1,6,2,7,6,6,3,4,2,5,4,7,1,4,6,5,5,5,6,2,5,5,5,5,6,5,2,1,2,4,6,5,5,5,3,1,2,4,2,5,3,6,1,7,2,2,3,2,5,5,6,3,3,2,1,7,7,4,3,7,5,7,4,7,4,4,7,2,5,3,7,6,7,3,4,5,2,2,5,7,7,2,6,5,3,2,3,2,7,3
2,4,0,0,3.829,0,6,4,5,3,6,6,1,2,7,5,5,7,7,4,5,4,4,5,6,5,6,3,5,6,2,4,3,6,6,4,3,2,2,6,6,6,1,7,6,4,1,1,5,6,1,6,3,4,1,7,6,6,2,7,7,2,2,1,4,7,1,6,6,1,5,4,3,6,4,1,5,5,3,6,5,4,1,1,4,2,7,1,7,5,3,2,6,2,6,6,5,4,5,5,6,7,2,3,6,5
2,5,0,0,3.808,0,2,2,7,3,3,6,1,6,4,3,4,7,3,7,6,2,5,1,1,6,4,2,4,1,6,5,2,7,4,7,1,7,5,3,6,4,7,1,5,3,6,2,1,7,1,7,4,1,2,4,5,6,5,7,1,4,2,7,2,1,3,4,4,2,5,2,2,2,7,2,5,3,2,6,6,4,1,6,2,5,2,4,1,2,1,3,3,6,3,7,7,4,1,6,6,6,5,4,2,2
2,4,0,0,3.328,0,3,7,3,4,7,6,6,5,4,1,2,7,3,6,7,3,6,2,4,3,7,4,7,7,2,2,2,7,5,5,2,4,4,3,4,6,2,3,2,3,4,2,6,4,6,7,7,5,5,7,4,4,1,1,1,3,4,3,7,1,7,6,7,4,4,2,4,1,5,7,7,7,7,5,5,1,3,2,3,4,4,5,4,3,2,3,3,2,4,5,4,4,5,5,6,7,3,5,6,1
2,4,0,0,3.776,0,4,7,1,6,4,6,4,3,2,6,5,2,1,5,1,7,1,5,2,7,2,5,3,4,1,2,7,2,3,3,7,6,1,3,6,3,4,5,7,2,4,3,2,6,6,1,6,7,2,6,3,6,7,7,3,3,7,5,4,7,5,2,6,1,2,2,1,6,5,3,4,2,1,3,3,4,7,7,1,7,4,5,6,3,1,3,4,6,6,6,4,6,5,4,2,4,6,1,2,3
2,4,0,0,3.737,0,4,4,6,1,1,5,3,5,4,6,6,5,3,6,3,7,1,3,4,5,3,2,6,7,1,5,4,3,1,5,4,2,3,3,1,1,2,4,4,5,6,6,2,2,2,6,2,1,3,6,3,2,4,1,5,3,3,7,1,5,5,3,3,2,2,2,2,6,3,2,5,2,1,3,2,2,4,5,7,3,6,7,7,7,6,3,4,6,2,2,1,4,3,7,7,1,3,7,2,4
2,5,0,0,3.612,0,2,4,2,2,7,4,6,4,3,6,7,4,7,6,6,7,2,1,7,6,1,4,1,5,6,2,2,4,5,5,5,5,2,3,1,7,2,4,1,4,3,2,4,2,5,3,1,4,2,2,5,6,5,1,1,1,4,5,7,7,7,5,5,2,6,2,6,6,1,6,2,3,7,3,2,4,6,7,1,1,4,5,4,7,5,3,2,5,2,3,1,3,1,4,5,1,7,3,7,5
2,4,0,0,3.368,0,6,1,1,3,1,1,5,2,3,7,4,1,3,7,4,2,6,3,1,7,4,5,1,6,5,3,5,4,6,3,7,7,4,2,5,4,4,2,3,6,5,2,7,1,4,5,5,2,5,6,2,1,3,6,3,5,4,2,6,1,5,5,7,1,2,2,5,1,5,7,1,3,6,7,7,3,2,2,6,6,1,7,7,2,6,7,3,2,6,2,2,3,4,1,1,2,2,2,5,2
2,5,0,0,3.56,0,4,6,7,3,1,5,5,4,4,7,5,1,5,2,5,3,2,6,4,5,1,4,2,7,3,6,6,7,1,2,5,4,5,6,5,4,1,1,6,3,6,1,3,4,2,4,1,1,6,4,1,4,1,1,5,3,5,5,6,6,2,4,6,6,5,2,7,2,4,5,5,3,7,2,7,5,7,1,6,5,2,5,7,6,5,6,7,7,1,5,6,1,6,5,3,4,1,2,1,2
2,4,0,0,3.878,0,3,4,2,1,4,4,6,5,7,6,5,6,4,6,2,5,2,5,7,3,1,4,3,1,4,3,4,4,5,1,2,1,3,1,6,6,1,4,6,7,1,2,4,6,4,7,3,1,1,5,1,5,1,2,2,1,4,1,4,3,3,2,2,2,6,5,4,5,7,7,6,1,1,7,2,4,2,6,1,2,5,1,5,7,3,5,6,6,7,6,3,4,5,1,1,7,7,5,3,1
2,4,0,0,3.649,0,5,6,2,3,6,1,2,4,2,5,1,3,2,7,4,4,4,1,5,1,1,7,4,2,2,6,6,3,5,5,6,4,7,3,6,2,4,7,1,6,3,5,5,2,6,3,7,6,3,5,2,2,4,7,3,7,5,1,2,2,5,1,5,6,4,2,3,6,5,6,4,2,7,3,5,5,4,4,5,6,7,2,5,5,2,2,6,2,5,1,4,1,4,2,3,2,1,7,5,2
2,4,0,0,3.392,0,3,4,7,2,3,3,7,1,3,7,1,2,4,5,7,7,3,1,5,4,1,4,7,5,7,7,6,7,1,3,2,6,7,3,5,1,5,1,7,3,2,1,5,6,2,4,7,7,2,1,1,3,3,3,3,7,4,3,2,2,1,1,5,1,7,3,4,6,6,5,2,2,5,4,5,6,4,4,6,2,4,4,7,4,3,6,4,6,3,3,2,5,3,7,1,6,1,1,6,6
2,4,0,0,3.808,0,4,5,6,6,5,3,6,5,7,1,2,4,3,4,1,3,4,5,1,4,2,7,4,3,5,5,3,7,4,7,4,3,2,3,6,5,7,6,5,3,3,3,2,6,5,4,1,2,3,4,5,3,1,3,5,6,5,5,4,3,7,2,7,6,6,7,6,7,4,7,5,7,4,3,1,5,6,1,2,3,7,3,7,6,4,7,5,7,6,3,7,2,4,3,5,2,3,6,7,5
2,4,0,0,3.28,0,3,6,1,1,2,4,5,5,2,5,2,6,7,6,2,3,1,2,5,2,6,5,6,5,2,4,1,3,1,1,5,5,7,2,3,2,4,1,2,7,4,4,5,1,6,4,1,4,2,2,2,6,5,7,7,5,3,7,2,1,3,5,2,7,3,5,6,1,7,6,1,4,2,1,3,2,5,5,2,2,4,2,5,2,3,7,1,1,4,2,6,3,5,3,6,5,1,1,3,7
2,4,0,0,3.317,0,7,4,6,2,2,6,7,4,7,6,6,1,1,3,4,7,6,7,4,7,6,1,6,7,1,1,7,1,4,7,7,1,1,6,6,6,2,7,6,6,2,4,4,3,3,2,5,2,2,4,2,5,5,7,2,2,4,7,6,2,7,4,4,1,2,5,4,3,3,1,2,6,1,4,2,3,1,1,5,7,5,4,2,3,3,1,5,6,2,2,4,5,2,4,6,1,4,2,4,7
2,4,0,0,3.708,0,5,3,2,2,1,6,1,5,1,6,6,1,6,2,4,4,5,1,7,6,5,4,2,7,5,7,5,4,1,6,2,7,4,4,5,2,3,6,6,6,4,6,3,6,5,3,1,3,5,4,5,6,7,2,6,2,7,1,5,2,1,1,4,3,6,4,1,1,5,3,1,1,4,3,1,5,5,3,5,1,4,7,2,5,2,4,1,6,3,7,5,6,1,4,6,3,4,1,1,1
2,4,0,0,3.42,0,7,7,6,5,7,4,6,3,4,3,2,2,5,7,2,2,4,6,6,6,5,7,7,7,3,5,3,1,6,2,6,4,5,4,6,5,5,4,3,2,3,2,2,7,1,5,1,2,3,5,3,1,1,1,3,6,3,1,6,1,3,3,7,4,7,3,7,1,6,1,7,7,3,6,2,1,2,5,2,6,6,3,3,6,7,4,7,2,2,6,6,2,5,1,6,6,6,5,6,3
2,4,0,0,3.788,0,4,3,7,1,2,4,5,4,7,7,2,7,6,6,2,2,5,4,5,4,6,3,6,7,7,3,7,3,1,7,7,4,7,6,1,2,7,7,2,7,6,5,4,2,2,1,4,1,2,5,3,2,6,1,2,6,2,1,1,1,3,1,5,7,3,4,7,7,2,7,4,5,7,6,6,2,7,3,7,7,3,7,5,1,5,1,4,7,5,3,4,5,5,1,7,7,1,7,3,1
2,4,0,0,3.344,0,1,4,5,1,6,5,4,1,4,3,6,7,5,4,7,5,6,3,5,3,4,5,6,4,4,3,1,2,3,1,1,1,2,6,6,2,2,3,5,2,4,3,3,2,1,3,3,2,3,3,5,7,1,3,2,1,7,1,1,3,7,3,6,4,1,3,6,3,3,7,6,3,1,4,4,6,3,6,1,1,5,1,6,7,1,7,5,2,6,6,6,4,5,7,5,2,7,7,1,1
2,4,0,0,3.312,0,2,5,2,3,1,7,3,7,5,6,6,6,1,6,7,2,4,3,7,3,3,7,1,5,4,7,6,4,7,3,4,7,4,7,7,5,4,6,5,7,2,1,3,3,2,5,1,2,5,2,2,6,6,7,5,5,6,5,3,4,4,5,4,3,1,7,5,4,6,5,2,7,2,1,7,2,6,2,7,5,2,7,4,1,5,1,1,5,4,4,5,7,5,4,7,6,4,2,6,5
2,4,0,0,3.772,0,3,2,4,2,3,4,2,1,3,5,5,2,2,5,6,7,1,2,2,2,6,7,7,1,2,4,7,1,5,7,3,3,5,6,2,7,3,4,6,4,7,1,1,4,6,4,7,6,1,1,3,6,6,7,2,2,6,3,5,2,1,3,7,4,5,4,4,2,5,7,1,7,1,3,4,6,3,4,6,5,3,5,2,6,1,7,2,6,6,7,4,7,4,7,1,1,6,4,2,3
2,4,0,0,3.584,0,2,6,2,6,3,2,3,3,3,3,1,4,1,7,6,3,5,7,4,1,2,2,4,7,3,6,3,6,1,1,1,1,4,7,3,4,6,5,4,5,5,5,4,7,6,5,2,2,4,3,3,3,3,4,5,4,5,2,5,7,7,3,6,3,6,3,3,6,4,6,5,4,4,2,4,5,1,7,5,3,2,7,5,6,3,4,7,2,6,6,4,1,3,1,4,3,3,7,6,4
2,4,0,0,3.285,0,2,5,4,6,1,6,7,7,1,3,1,6,2,6,4,5,1,1,5,7,7,4,2,6,1,1,5,4,1,2,4,7,6,3,4,4,2,4,4,4,1,4,6,2,1,7,6,4,1,7,6,7,5,4,5,2,3,7,6,2,4,4,4,7,1,1,7,2,4,5,3,2,1,1,7,1,2,4,7,2,2,7,5,4,2,2,3,2,6,3,5,7,4,3,1,2,1,6,3,6
2,4,0,0,3.388,0,2,2,5,2,6,5,2,7,1,5,1,3,5,4,7,6,7,7,2,1,7,2,3,3,3,7,1,6,6,2,6,7,7,4,4,7,1,4,5,5,2,2,7,6,7,2,4,1,1,1,4,5,5,6,2,4,7,6,4,6,4,5,5,5,2,4,2,5,2,7,1,1,6,2,4,7,3,3,3,3,4,3,2,2,4,4,6,1,5,4,1,6,1,5,3,7,6,6,4,1
2,4,0,0,3.344,0,5,4,4,1,5,4,4,5,4,4,7,7,5,2,7,7,2,1,3,7,2,6,6,3,5,7,2,4,5,3,7,4,5,7,4,4,6,3,3,3,2,7,1,1,4,6,2,3,4,6,4,7,6,5,2,3,5,3,5,3,7,6,3,2,4,6,6,7,2,3,6,6,6,1,4,7,5,3,4,4,7,3,7,4,7,5,2,3,1,5,6,1,3,5,5,6,1,6,1,5
2,5,0,0,3.601,0,2,3,7,1,1,3,3,1,7,7,2,7,1,5,3,4,4,6,1,4,3,3,4,2,4,4,1,6,7,6,5,7,6,3,2,3,3,2,4,2,6,6,3,5,5,1,7,6,4,4,3,6,2,7,2,6,2,7,4,6,3,1,1,4,5,5,3,2,4,5,2,5,6,6,2,3,2,6,4,6,7,5,6,5,7,6,5,1,1,5,7,1,4,2,4,4,4,1,4,3
2,4,0,0,3.337,0,4,1,3,2,6,5,2,3,5,1,4,6,3,7,3,5,2,5,1,1,1,3,2,6,2,1,2,6,4,7,2,3,1,4,4,2,6,7,7,4,4,5,7,3,7,1,2,6,6,1,6,3,7,3,3,4,4,5,3,2,1,4,2,4,4,3,6,6,3,3,6,3,3,2,4,1,3,4,2,1,6,4,5,6,4,4,5,5,5,6,1,3,3,6,1,4,7,1,5,7
2,4,0,0,3.7,0,4,6,4,1,1,4,4,6,7,2,2,1,3,1,1,3,7,1,6,3,1,7,1,3,7,3,3,4,2,3,1,4,5,4,5,5,4,4,7,2,6,7,6,3,3,4,4,6,1,6,1,2,1,1,4,7,1,3,1,2,6,5,3,4,1,7,7,6,5,5,4,3,4,5,1,1,5,2,1,7,1,6,3,4,6,7,3,7,3,1,1,3,4,1,7,4,7,5,3,3
2,4,0,0,3.34,0,2,1,5,4,3,5,1,2,6,1,6,7,7,4,4,5,4,7,4,2,7,3,3,5,3,5,2,7,4,5,7,6,1,2,1,7,3,1,1,4,7,1,2,4,7,5,7,1,2,1,7,7,2,6,4,7,5,3,2,7,6,2,7,6,6,6,5,5,3,1,4,6,6,4,3,1,4,5,4,4,3,7,5,7,2,1,7,3,1,5,7,3,4,6,2,7,4,5,1,7
